0;207
1;374
2;496
3;633
4;736
5;875
6;998
7;1137
8;1282
9;1394
10;1541
11;1672
12;1794
13;1928
14;2055
15;2166
16;2277
17;2408
18;2519
19;2610
20;2735
21;2843
22;2951
23;3054
24;3172
25;3275
26;3363
27;3463
28;3561
29;3648
30;3732
31;3826
32;3916
33;3994
34;4083
35;4185
36;4273
37;4351
38;4433
39;4525
40;4608
41;4688
42;4759
43;4845
44;4931
45;4988
46;5074
47;5151
48;5204
49;5303
50;5388
51;5446
52;5521
53;5584
54;5650
55;5718
